Name;ACR_inf;ActiveLayer;Ceiling;ExtWall;FBH;FensterModel;FensterSignal;Floor;IntGain;IntWall_H;IntWall_L;Laibung;SV_ON;SV_T_OFF;SV_T_ON;THB;Tset;WeatherFile;WindowID;bui
RomansThesis_150;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_7;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_151;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_8;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_152;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_9;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_153;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_10;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_154;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_11;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_155;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_12;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_156;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_13;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_157;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_14;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_158;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_15;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_159;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_16;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_160;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_17;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_161;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_18;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_162;0;0;GEG_DA;GEG_AW;FBH_DUMMY;LogReg;LogReg_PROBA_19;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;-20;-20.0;-20.0;0.05;20.0;MUC_2020.epw;3307;GEG
RomansThesis_163;0;0;GEG_DA;GEG_AW;FBH_DUMMY;Reference;Reference;GEG_BO;6.0;GEG_IW_H;GEG_IW_L;0.36;6;22.0;24.0;0.05;20.0;MUC_2020.epw;3307;GEG
